Country_df1,Procedure,Predicted_Mean,Predicted_SD
Cambodia,Denture,554891.6086554544,7345829568.59102
Cambodia,Denture_repair,133068.03155202992,1761596437.1449966
Cambodia,Extraction,87736.1359797735,1161478551.5964165
Cambodia,Full_fixed,10673762.47603569,141302623398.05084
Cambodia,GTR,376052.11633102415,4978296143.582372
Cambodia,Implant_surgery,1271445.644390995,16831797172.162601
Cambodia,Maintenance_perio,177010.32418134247,2343318322.0555196
Cambodia,Maintenance_simp,184319.13951052533,2440074717.212722
Cambodia,OFD,387137.6518512283,5125049947.997073
Cambodia,OHI,50579.73591207075,669590445.8434852
Cambodia,OPG,90637.52940527967,1199888109.936724
Cambodia,PA,32781.95428150784,433977817.14667165
Cambodia,Prophy,103319.9005579946,1367781326.486167
Cambodia,RootDeb,197476.87740533598,2614260988.1452956
Cambodia,Single_implant,4066972.1715138075,53839856228.017395
Cameroon,Consult_perio,87307.8135309687,1155808284.3581975
Cameroon,Consult_simple,74311.06375423139,983753224.745976
Cameroon,Denture,374507.40087025904,4957846714.667338
Cameroon,Denture_repair,101537.55837300274,1344186120.287996
Cameroon,Extraction,63161.52422434579,836152115.1287942
Cameroon,Full_fixed,8206906.316101025,108645605994.2054
Cameroon,GTR,311705.1365176291,4126450594.6685715
Cameroon,Implant_surgery,1731430.9505246773,22921227270.23475
Cameroon,Maintenance_perio,190014.86859686775,2515476569.5465846
Cameroon,Maintenance_simp,85180.61965924305,1127647823.1126022
Cameroon,OFD,253086.36710296175,3350436895.9138403
Cameroon,OHI,43830.1368031392,580237130.8228011
Cameroon,OPG,52292.154997018755,692259988.0600468
Cameroon,PA,21984.7507326664,291041042.0179932
Cameroon,Prophy,61904.25903326408,819508043.255754
Cameroon,RootDeb,158444.57399376814,2097539084.1581957
Cameroon,Single_implant,3741647.4153971258,49533104827.203804
Canada,Consult_perio,946446.4015090606,12529355017.889198
Canada,Consult_simple,704094.4500158937,9321023690.626942
Canada,Denture,4234526.941866956,56057998955.749435
Canada,Denture_repair,1267238.250787478,16776098372.87042
Canada,Extraction,696089.470003118,9215051248.520073
Canada,Full_fixed,107830267.08053552,1427490976532.5005
Canada,GTR,2047795.506904179,27109360729.916832
Canada,Implant_surgery,16442146.939875364,217666310461.45587
Canada,Maintenance_perio,1593155.9645406052,21090699533.29612
Canada,Maintenance_simp,819807.4473445565,10852868728.447607
Canada,OFD,3327027.6156718177,44044237565.49573
Canada,OHI,329210.7278879145,4358195116.837695
Canada,OPG,890848.9028978008,11793337851.891861
Canada,PA,189883.08307476048,2513731951.3726797
Canada,Prophy,487669.2802012137,6455919250.384509
Canada,RootDeb,1179947.230049809,15620512396.789436
Canada,Single_implant,19230094.863809545,254574041585.65106
Central African Republic,Consult_perio,27368.188898130113,362308688.9596497
Central African Republic,Consult_simple,11732.224604759995,155314877.82960892
Central African Republic,Denture,111801.05591163447,1480057527.4608805
Central African Republic,Denture_repair,37840.34579621169,500942394.33366203
Central African Republic,Extraction,15266.901543273338,202108042.41406468
Central African Republic,Full_fixed,2675792.835878364,35422986807.90492
Central African Republic,GTR,76495.83655471205,1012675933.9527563
Central African Republic,Implant_surgery,386556.80975525465,5117360577.718752
Central African Republic,Maintenance_perio,38802.76694161528,513683228.0335509
Central African Republic,Maintenance_simp,25072.845214454683,331922207.63859016
Central African Republic,OFD,111507.64358873489,1476173242.883993
Central African Republic,OHI,6004.0537633172125,79483551.34231536
Central African Republic,OPG,19552.398972556537,258840804.7069188
Central African Republic,PA,5398.6424091447425,71468925.49959107
Central African Republic,Prophy,17370.86463412889,229960967.27894127
Central African Republic,RootDeb,49423.73307730595,654286916.8793932
Central African Republic,Single_implant,523155.6607973324,6925699113.332668
Chad,Consult_perio,53440.14755522725,707457474.4647235
Chad,Consult_simple,33618.728273154135,445055294.3227232
Chad,Denture,357661.8239512864,4734839671.307633
Chad,Denture_repair,50843.989755239614,673088721.298519
Chad,Extraction,35807.98893519888,474037415.2518344
Chad,Full_fixed,3976661.426395914,52644294191.215294
Chad,GTR,146756.48670654706,1942808510.014565
Chad,Implant_surgery,934121.6374197585,12366195916.073835
Chad,Maintenance_perio,59864.95178293448,792511052.7350072
Chad,Maintenance_simp,43271.997584206736,572848308.3683419
Chad,OFD,163017.9862028211,2158083352.823604
Chad,OHI,26171.945307452115,346472440.2174269
Chad,OPG,40568.274146480646,537055567.4720327
Chad,PA,12610.996318808158,166948334.05854365
Chad,Prophy,43121.16579390172,570851549.7080499
Chad,RootDeb,63670.39776174781,842888743.0024414
Chad,Single_implant,1377814.5048418865,18239941588.27804
Chile,Consult_perio,536336.5522379876,7100191898.184411
Chile,Consult_simple,316552.9763534408,4190627822.5347285
Chile,Denture,3067902.400895742,40613856505.52277
Chile,Denture_repair,410904.09479608934,5439677591.669003
Chile,Extraction,317834.4730073825,4207592678.1312747
Chile,Full_fixed,55435710.72336876,733875367072.6963
Chile,GTR,1419200.2179904361,18787818670.255344
Chile,Implant_surgery,8786951.248746391,116324423173.76636
Chile,Maintenance_perio,603220.3573354342,7985620737.764812
Chile,Maintenance_simp,442213.23294249614,5854157805.778319
Chile,OFD,1560149.0856288744,20653744093.18016
Chile,OHI,249506.76376977927,3303048981.5922775
Chile,OPG,355453.5407037187,4705605723.4108305
Chile,PA,140787.14869345035,1863784536.6880057
Chile,Prophy,361881.1119965118,4790695932.958662
Chile,RootDeb,594034.9260533637,7864021110.631164
Chile,Single_implant,11244469.919896433,148857827965.45374
China,Consult_perio,365856.575805594,4843324372.715358
China,Consult_simple,276660.95272955263,3662524672.088197
China,Denture,2413424.4922264004,31949672188.260788
China,Denture_repair,408516.4433980178,5408069111.804005
China,Extraction,246331.67043016807,3261016097.7401185
China,Full_fixed,40312517.43825775,533669779760.8406
China,GTR,917604.6035644878,12147538229.082567
China,Implant_surgery,7764290.089345298,102786113229.6297
China,Maintenance_perio,459020.4477557086,6076656999.521252
China,Maintenance_simp,401267.8074719662,5312109390.505348
China,OFD,758545.215061949,10041860037.164804
China,OHI,201375.62940059887,2665873892.7931085
China,OPG,226835.9170921926,3002925185.7526903
China,PA,113323.68094150141,1500214516.3066397
China,Prophy,295774.5672033832,3915556709.6508603
China,RootDeb,573925.655300311,7597808262.218277
China,Single_implant,11777336.151100839,155912078662.75613
Colombia,Consult_perio,373313.84255177435,4942046014.402638
Colombia,Consult_simple,204113.1063166921,2702113472.847849
Colombia,Denture,1647050.789769783,21804176173.755398
Colombia,Denture_repair,292927.41874922626,3877865263.2954326
Colombia,Extraction,252306.59059898142,3340113969.399037
Colombia,Full_fixed,25886492.432270505,342693525311.81256
Colombia,GTR,827855.0901154153,10959405953.55879
Colombia,Implant_surgery,5029173.28812896,66577777117.629684
Colombia,Maintenance_perio,430622.0827984837,5700710516.0127
Colombia,Maintenance_simp,298233.2612587356,3948105674.54815
Colombia,OFD,868215.4470715879,11493709047.898127
Colombia,OHI,155552.3451097636,2059250848.8995411
Colombia,OPG,216299.75206567583,2863444120.6508408
Colombia,PA,75385.81108458707,997981067.7966592
Colombia,Prophy,213556.37008752278,2827126367.528051
Colombia,RootDeb,512469.56850058195,6784233263.891603
Colombia,Single_implant,6921781.600835,91632720981.21542
Comoros,Consult_perio,58501.10316854689,774455995.9953206
Comoros,Consult_simple,55438.01824043567,733905914.7090918
Comoros,Denture,364712.19452922104,4828174693.594976
Comoros,Denture_repair,66963.2205446251,886480166.237694
Comoros,Extraction,60468.556428984324,800501760.8075906
Comoros,Full_fixed,7506753.741698186,99376766092.2363
Comoros,GTR,182243.16823150037,2412592356.753247
Comoros,Implant_surgery,1026396.9846430115,13587765973.200907
Comoros,Maintenance_perio,97851.69694691573,1295391527.925921
Comoros,Maintenance_simp,65773.18210419819,870726063.2253419
Comoros,OFD,176394.8212346888,2335170100.5388184
Comoros,OHI,41673.436868482364,551686059.0396672
Comoros,OPG,54664.83600250913,723670285.1614898
Comoros,PA,19936.670998317477,263927918.59580413
Comoros,Prophy,44220.26015352537,585401706.386682
Comoros,RootDeb,66869.7818321656,885243195.1858174
Comoros,Single_implant,1757950.825353231,23272305710.838608
Congo,Consult_perio,118423.96117153038,1567733629.4765606
Congo,Consult_simple,96025.6173413031,1271217312.0028985
Congo,Denture,792395.8485380826,10489985365.473597
Congo,Denture_repair,110548.3223964,1463473447.3374267
Congo,Extraction,112240.84151178865,1485879547.50058
Congo,Full_fixed,16084391.275330072,212930228498.8621
Congo,GTR,394648.83331323066,5224485329.642734
Congo,Implant_surgery,2264507.9058734383,29978267600.009995
Congo,Maintenance_perio,156533.44301578196,2072238931.428263
Congo,Maintenance_simp,120544.83595038141,1595810436.5840125
Congo,OFD,325973.43270592485,4315338785.4404
Congo,OHI,56147.79665606492,743302184.5234989
Congo,OPG,108648.43481590082,1438322138.2382553
Congo,PA,23100.609520650945,305813131.4698607
Congo,Prophy,75927.51206025369,1005152275.6187211
Congo,RootDeb,102094.88465326068,1351564180.804701
Congo,Single_implant,3402560.5145501737,45044165827.74945
Costa Rica,Consult_perio,591671.3558296924,7832731424.923795
Costa Rica,Consult_simple,351706.85343902675,4656005899.474175
Costa Rica,Denture,2826081.8824498886,37412560456.01889
Costa Rica,Denture_repair,330880.4625893714,4380299589.765994
Costa Rica,Extraction,243999.6096574441,3230143544.050693
Costa Rica,Full_fixed,41306070.63907819,546822749397.9915
Costa Rica,GTR,1306981.754757477,17302235373.445446
Costa Rica,Implant_surgery,7304694.138877379,96701837544.27103
Costa Rica,Maintenance_perio,419847.77285004256,5558076813.563673
Costa Rica,Maintenance_simp,553381.9847422511,7325844692.615095
Costa Rica,OFD,1159293.7105034734,15347094611.74387
Costa Rica,OHI,209365.66667801057,2771648518.2713604
Costa Rica,OPG,374564.10998691974,4958597447.7825575
Costa Rica,PA,117716.71738858307,1558370913.9264638
Costa Rica,Prophy,331617.6464085319,4390058660.928373
Costa Rica,RootDeb,571325.440154605,7563385796.633858
Costa Rica,Single_implant,8846369.580068417,117111021724.42615
Côte d'Ivoire,Consult_perio,165697.4362618358,2193554755.1011877
Côte d'Ivoire,Consult_simple,114419.03938394254,1514715215.7390687
Côte d'Ivoire,Denture,569637.9557154137,7541046347.097063
Côte d'Ivoire,Denture_repair,90365.65742774104,1196288983.2238264
Côte d'Ivoire,Extraction,93055.20773985174,1231894095.8273287
Côte d'Ivoire,Full_fixed,14150902.625611842,187334097881.47815
Côte d'Ivoire,GTR,273091.099855239,3615265837.4066014
Côte d'Ivoire,Implant_surgery,1614218.2539900101,21369528742.832302
Côte d'Ivoire,Maintenance_perio,162789.98788949964,2155065039.471121
Côte d'Ivoire,Maintenance_simp,117805.70241323262,1559548925.6589108
Côte d'Ivoire,OFD,325028.2531099203,4302826200.792052
Côte d'Ivoire,OHI,51731.66232005765,684840009.7882973
Côte d'Ivoire,OPG,110642.52354833683,1464720511.8028088
Côte d'Ivoire,PA,41083.00134175972,543869687.9089967
Côte d'Ivoire,Prophy,100010.35711428276,1323968549.8859527
Côte d'Ivoire,RootDeb,145050.694090781,1920226691.0803397
Côte d'Ivoire,Single_implant,2639472.98140767,34942173155.76803
Croatia,Consult_perio,705861.1030507974,9344411198.92371
Croatia,Consult_simple,414423.9682541584,5486274783.125248
Croatia,Denture,2869527.9591155443,37987713277.996445
Croatia,Denture_repair,743077.2027626581,9837089627.335064
Croatia,Extraction,640007.6074162795,8472621919.934104
Croatia,Full_fixed,61689828.16876616,816669340056.2875
Croatia,GTR,1719130.163986306,22758385590.77695
Croatia,Implant_surgery,11335108.372765427,150057728300.49347
Croatia,Maintenance_perio,1001201.5860867858,13254221365.89422
Croatia,Maintenance_simp,777948.5653078859,10298727687.969078
Croatia,OFD,1835296.9705983908,24296238298.565342
Croatia,OHI,265483.40618888155,3514552796.8570704
Croatia,OPG,419250.96581749595,5550176094.435758
Croatia,PA,223227.91010484096,2955161254.9273686
Croatia,Prophy,394419.08626130124,5221443865.938769
Croatia,RootDeb,720612.1496226111,9539690191.045168
Croatia,Single_implant,16593712.220999807,219672779303.8187
Cyprus,Consult_perio,1011764.4293538538,13394055605.931902
Cyprus,Consult_simple,626983.2175283149,8300200951.83964
Cyprus,Denture,4990281.435620874,66062914546.85945
Cyprus,Denture_repair,946371.9215865919,12528369029.2597
Cyprus,Extraction,474964.1013822807,6287724098.779133
Cyprus,Full_fixed,63507304.242244735,840729659716.042
Cyprus,GTR,2232678.2063496257,29556896030.7265
Cyprus,Implant_surgery,12353923.292588534,163545120515.87167
Cyprus,Maintenance_perio,1098033.4943813793,14536112611.02781
Cyprus,Maintenance_simp,728399.1692111916,9642777204.531637
Cyprus,OFD,2600010.9223311967,34419762011.177376
Cyprus,OHI,341222.36247151945,4517208911.8113785
Cyprus,OPG,639437.1857597254,8465070498.708916
Cyprus,PA,138026.54161544715,1827238752.2779746
Cyprus,Prophy,497478.82304049295,6585781062.527862
Cyprus,RootDeb,974960.7428728342,12906836833.529638
Cyprus,Single_implant,16359791.183826648,216576059070.93256
Czechia,Consult_perio,788066.5308393622,10432672496.677212
Czechia,Consult_simple,612865.3195295224,8113303779.584371
Czechia,Denture,2949846.497665381,39050995342.785706
Czechia,Denture_repair,737716.2808429267,9766120057.53333
Czechia,Extraction,460803.59147395054,6100262816.668582
Czechia,Full_fixed,78707453.93662308,1041954020168.2202
Czechia,GTR,1802418.4759130524,23860982449.20128
Czechia,Implant_surgery,16223902.283329854,214777119083.83954
Czechia,Maintenance_perio,991880.3068827039,13130823341.259554
Czechia,Maintenance_simp,696155.8241830831,9215929666.015642
Czechia,OFD,1827832.6116377523,24197422767.91333
Czechia,OHI,303800.92874046846,4021812207.09871
Czechia,OPG,507252.3200858556,6715165689.1188555
Czechia,PA,178886.13284958783,2368150866.94407
Czechia,Prophy,686371.0711364818,9086396028.94146
Czechia,RootDeb,1282115.027110188,16973041814.96261
Czechia,Single_implant,20638058.146158837,273213102169.09177
Democratic Republic of the Congo,Consult_perio,34651.96782294288,458733644.32456774
Democratic Republic of the Congo,Consult_simple,19175.120775953914,253846277.3272318
Democratic Republic of the Congo,Denture,145930.5270825596,1931874196.837526
Democratic Republic of the Congo,Denture_repair,36058.86693921197,477358617.1428739
Democratic Republic of the Congo,Extraction,25480.329007238397,337316606.1969055
Democratic Republic of the Congo,Full_fixed,2987084.20123471,39543959769.854294
Democratic Republic of the Congo,GTR,80273.13906480416,1062681052.1331912
Democratic Republic of the Congo,Implant_surgery,452357.4669959393,5988450365.43885
Democratic Republic of the Congo,Maintenance_perio,43634.90505393672,577652591.5476544
Democratic Republic of the Congo,Maintenance_simp,30460.0275709628,403239421.3584344
Democratic Republic of the Congo,OFD,63200.09007885145,836662662.0355173
Democratic Republic of the Congo,OHI,11185.292490808255,148074418.55430323
Democratic Republic of the Congo,OPG,24031.721452182064,318139483.95315474
Democratic Republic of the Congo,PA,5591.138522360449,74017249.56548409
Democratic Republic of the Congo,Prophy,23697.722260152597,313717897.6425587
Democratic Republic of the Congo,RootDeb,35996.42805018655,476532031.4996989
Democratic Republic of the Congo,Single_implant,642020.3980128999,8499267874.656438
Denmark,Consult_perio,1087531.6357543203,14397085704.827621
Denmark,Consult_simple,830670.0966927746,10996671895.64404
Denmark,Denture,6263961.240648654,82924288239.93295
Denmark,Denture_repair,1261014.8138307303,16693710557.841259
Denmark,Extraction,1067193.960238602,14127849162.35805
Denmark,Full_fixed,143761097.12300348,1903154600982.5642
Denmark,GTR,3550725.6928673266,47005623040.1859
Denmark,Implant_surgery,18415864.79171528,243795007904.24622
Denmark,Maintenance_perio,1385649.280125037,18343660806.663208
Denmark,Maintenance_simp,1139842.7065091734,15089596105.636831
Denmark,OFD,2804522.044392971,37127144541.59139
Denmark,OHI,477466.458822302,6320851093.290067
Denmark,OPG,759978.8485590462,10060838928.121574
Denmark,PA,213070.82755835255,2820698602.876447
Denmark,Prophy,1023974.4524435266,13555695730.320572
Denmark,RootDeb,1534217.4670698238,20310453174.014763
Denmark,Single_implant,24423137.255033482,323321169409.1067
Djibouti,Consult_perio,160337.89433455214,2122603454.073333
Djibouti,Consult_simple,76698.43769625586,1015358031.5605918
Djibouti,Denture,623073.325719929,8248440574.84344
Djibouti,Denture_repair,144834.00650155652,1917358112.6494474
Djibouti,Extraction,66058.69147582368,874505726.0486422
