LocationHeader,Region,Superregion,iso3c,selected_Mean_total_billions,selected_SD_total_billions,selected_Mean_perio_billions,selected_SD_perio_billions,selected_Mean_replace_billions,selected_SD_replace_billions,selected_model,Dent_exp_usd,Dent_exppc_usd,GDP_per_capita_PPP_2021,Country,Level
    Samoa,Oceania,"Southeast Asia, East Asia, and Oceania",WSM,3.79E-05,1.61E-04,2.45E-06,1.27E-05,7.78E-07,3.88E-06,low,0.001,5.16,6214.016928,Samoa,3
    Solomon Islands,Oceania,"Southeast Asia, East Asia, and Oceania",SLB,5.41E-05,4.89E-04,3.61E-06,2.64E-05,1.36E-06,8.02E-06,low,0.0021,3.26,2518.421624,Solomon Islands,3
    Tonga,Oceania,"Southeast Asia, East Asia, and Oceania",TON,3.06E-04,3.75E-04,2.19E-05,3.49E-05,3.20E-05,5.52E-05,mid,0.0017,16.62,7034.92497,Tonga,3
    Tuvalu,Oceania,"Southeast Asia, East Asia, and Oceania",TUV,2.16E-05,2.70E-05,1.65E-06,2.99E-06,2.53E-06,4.40E-06,mid,1.00E-04,6.81,5352.978625,Tuvalu,3
    Vanuatu,Oceania,"Southeast Asia, East Asia, and Oceania",VUT,2.70E-05,2.17E-04,2.76E-06,1.66E-05,5.81E-07,3.52E-06,low,1.00E-04,0.51,3135.836649,Vanuatu,3
  Southeast Asia,Southeast Asia,"Southeast Asia, East Asia, and Oceania",NA,0.281232795,0.325511438,0.069702364,0.17066347,0.020011007,0.047346951,NA,NA,NA,NA,NA,2
    Cambodia,Southeast Asia,"Southeast Asia, East Asia, and Oceania",KHM,0.004508466,0.013550249,0.001041708,0.005635289,3.12E-04,0.001442782,low,1.00E-04,0.01,6225.532655,Cambodia,3
    Indonesia,Southeast Asia,"Southeast Asia, East Asia, and Oceania",IDN,0.119273363,0.275950416,0.036274403,0.155621978,0.010129938,0.042776199,low,0.2666,1,12757.07464,Indonesia,3
    Lao People's Democratic Republic,Southeast Asia,"Southeast Asia, East Asia, and Oceania",LAO,0.001828651,0.00627157,2.62E-04,0.001226583,6.89E-05,3.63E-04,low,0.0045,0.63,8080.435532,Lao People's Democratic Republic,3
    Malaysia,Southeast Asia,"Southeast Asia, East Asia, and Oceania",MYS,0.022832781,0.04805706,0.003597716,0.012356873,0.001111031,0.003599551,low,0.2268,6.91,29822.84918,Malaysia,3
    Maldives,Southeast Asia,"Southeast Asia, East Asia, and Oceania",MDV,2.61E-04,5.96E-04,4.44E-05,1.89E-04,1.35E-05,5.11E-05,low,6.00E-04,1.7,19052.62249,Maldives,3
    Mauritius,Southeast Asia,"Southeast Asia, East Asia, and Oceania",MUS,7.17E-04,0.001384099,1.58E-04,5.99E-04,4.71E-05,1.64E-04,low,0.0168,13.26,22737.57294,Mauritius,3
    Myanmar,Southeast Asia,"Southeast Asia, East Asia, and Oceania",MMR,0.010221282,0.039443877,0.002339245,0.012697487,6.08E-04,0.003461617,low,4.00E-04,0.01,5178.447182,Myanmar,3
    Philippines,Southeast Asia,"Southeast Asia, East Asia, and Oceania",PHL,0.026221479,0.078623325,0.003170467,0.016353204,8.68E-04,0.003734566,low,0.0165,0.15,8857.789951,Philippines,3
    Seychelles,Southeast Asia,"Southeast Asia, East Asia, and Oceania",SYC,7.19E-05,1.43E-04,1.33E-05,4.59E-05,4.38E-06,1.44E-05,low,0.0013,13.61,29979.82727,Seychelles,3
    Sri Lanka,Southeast Asia,"Southeast Asia, East Asia, and Oceania",LKA,0.009108156,0.022462981,0.001722676,0.006810999,5.40E-04,0.002092632,low,0.04,1.82,14316.13522,Sri Lanka,3
    Thailand,Southeast Asia,"Southeast Asia, East Asia, and Oceania",THA,0.049461501,0.101033233,0.014280506,0.055550514,0.00422264,0.016233092,low,0.1917,2.82,20242.77,Thailand,3
    Timor-Leste,Southeast Asia,"Southeast Asia, East Asia, and Oceania",TLS,3.08E-04,0.001187519,4.14E-05,2.25E-04,1.30E-05,6.55E-05,low,7.00E-04,0.55,6824.792339,Timor-Leste,3
    Viet Nam,Southeast Asia,"Southeast Asia, East Asia, and Oceania",VNM,0.036419721,0.093931857,0.0067566,0.034066358,0.002072663,0.010144162,low,0.057,0.6,12048.90199,Viet Nam,3
Sub-Saharan Africa,NA,Sub-Saharan Africa,NA,0.537805033,0.352916558,0.097519789,0.099069579,0.07916295,0.095480339,NA,NA,NA,NA,NA,1
  Central Sub-Saharan Africa,Central Sub-Saharan Africa,Sub-Saharan Africa,NA,0.019391463,0.064577384,0.004653557,0.017129997,0.001406604,0.005154856,NA,NA,NA,NA,NA,2
    Angola,Central Sub-Saharan Africa,Sub-Saharan Africa,AGO,0.008846746,0.028851601,0.001818542,0.007796661,5.04E-04,0.002400211,low,0.0702,2.33,7408.126591,Angola,3
    Central African Republic,Central Sub-Saharan Africa,Sub-Saharan Africa,CAF,3.66E-04,0.003179884,9.12E-05,7.34E-04,2.54E-05,2.28E-04,low,0.0011,0.22,1128.55238,Central African Republic,3
    Congo,Central Sub-Saharan Africa,Sub-Saharan Africa,COG,0.001268895,0.003991509,3.05E-04,0.001424248,9.90E-05,4.33E-04,low,0.0047,1.03,6263.211613,Congo,3
    Democratic Republic of the Congo,Central Sub-Saharan Africa,Sub-Saharan Africa,COD,0.00714146,0.057480688,0.002078317,0.015131756,6.64E-04,0.004525127,low,0.0229,0.23,1313.618218,Democratic Republic of the Congo,3
    Equatorial Guinea,Central Sub-Saharan Africa,Sub-Saharan Africa,GNQ,8.03E-04,0.001879385,1.57E-04,7.07E-04,4.74E-05,1.86E-04,low,0.0057,4.19,16821.44865,Equatorial Guinea,3
    Gabon,Central Sub-Saharan Africa,Sub-Saharan Africa,GAB,9.66E-04,0.002053845,2.04E-04,7.83E-04,6.64E-05,2.45E-04,low,0.0077,3.69,18523.5798,Gabon,3
  Eastern Sub-Saharan Africa,Eastern Sub-Saharan Africa,Sub-Saharan Africa,NA,0.066027602,0.124315147,0.018525894,0.062347277,0.004976786,0.014099596,NA,NA,NA,NA,NA,2
    Burundi,Eastern Sub-Saharan Africa,Sub-Saharan Africa,BDI,5.66E-04,0.008712503,2.11E-04,0.0024252,5.94E-05,5.79E-04,low,0.0013,0.12,836.6655713,Burundi,3
    Comoros,Eastern Sub-Saharan Africa,Sub-Saharan Africa,COM,1.14E-04,5.76E-04,4.09E-05,2.88E-04,9.75E-06,6.64E-05,low,3.00E-04,0.3,3449.043575,Comoros,3
    Djibouti,Eastern Sub-Saharan Africa,Sub-Saharan Africa,DJI,3.11E-04,0.001059326,7.63E-05,3.82E-04,2.52E-05,1.27E-04,low,8.00E-04,0.76,5960.108074,Djibouti,3
    Eritrea,Eastern Sub-Saharan Africa,Sub-Saharan Africa,ERI,0,0,0,0,0,0,high,0.0024,0.39,NA,Eritrea,3
    Ethiopia,Eastern Sub-Saharan Africa,Sub-Saharan Africa,ETH,0.018574877,0.091279915,0.008247781,0.054433863,0.002057973,0.012035147,low,1.00E-04,0.01,2588.413102,Ethiopia,3
    Kenya,Eastern Sub-Saharan Africa,Sub-Saharan Africa,KEN,0.014205992,0.04913414,0.00445722,0.026838965,0.001193646,0.00627333,low,1.00E-04,0.01,5338.852434,Kenya,3
    Madagascar,Eastern Sub-Saharan Africa,Sub-Saharan Africa,MDG,0.001816828,0.018906214,3.02E-04,0.002526241,9.43E-05,9.36E-04,low,0.0042,0.15,1577.432461,Madagascar,3
    Malawi,Eastern Sub-Saharan Africa,Sub-Saharan Africa,MWI,0.001638845,0.01471524,4.48E-04,0.003384415,1.18E-04,9.16E-04,low,0.0025,0.12,1687.593582,Malawi,3
    Mozambique,Eastern Sub-Saharan Africa,Sub-Saharan Africa,MOZ,0.002449908,0.025713904,6.54E-04,0.005381871,2.03E-04,0.001616299,low,0.0049,0.16,1457.235409,Mozambique,3
    Rwanda,Eastern Sub-Saharan Africa,Sub-Saharan Africa,RWA,7.13E-04,0.001667267,7.89E-05,2.93E-04,5.64E-05,1.95E-04,low,0.0035,0.28,2733.435668,Rwanda,3
    Somalia,Eastern Sub-Saharan Africa,Sub-Saharan Africa,SOM,0.001563977,0.011497378,2.89E-04,0.00202982,8.93E-05,5.55E-04,low,0.0026,0.17,1392.46426,Somalia,3
    South Sudan,Eastern Sub-Saharan Africa,Sub-Saharan Africa,SSD,0,0,0,0,0,0,high,0.0011,0.09,NA,South Sudan,3
    Uganda,Eastern Sub-Saharan Africa,Sub-Saharan Africa,UGA,0.005938756,0.035365852,0.001334926,0.009106029,4.18E-04,0.00240785,low,0.0124,0.31,2684.920359,Uganda,3
    United Republic of Tanzania,Eastern Sub-Saharan Africa,Sub-Saharan Africa,TZA,0.014776593,0.042466425,0.001710459,0.006491118,4.17E-04,0.001314187,low,1.00E-04,0.01,3493.083008,United Republic of Tanzania,3
    Zambia,Eastern Sub-Saharan Africa,Sub-Saharan Africa,ZMB,0.003357168,0.014366926,6.75E-04,0.004651431,2.34E-04,0.001430074,low,8.00E-04,0.04,3503.034914,Zambia,3
  Southern Sub-Saharan Africa,Southern Sub-Saharan Africa,Sub-Saharan Africa,NA,0.356990178,0.252905173,0.048512529,0.059853607,0.06537217,0.093339918,NA,NA,NA,NA,NA,2
    Botswana,Southern Sub-Saharan Africa,Sub-Saharan Africa,BWA,0.022072154,0.013986669,0.0018971,0.001559264,0.00151902,0.001524837,mid,0.0574,24.15,17960.62544,Botswana,3
    Eswatini,Southern Sub-Saharan Africa,Sub-Saharan Africa,SWZ,3.52E-04,0.001028361,4.20E-05,1.97E-04,1.24E-05,5.36E-05,low,0.0138,12.18,9946.040554,Eswatini,3
    Lesotho,Southern Sub-Saharan Africa,Sub-Saharan Africa,LSO,2.00E-04,0.001408,3.60E-05,2.70E-04,9.19E-06,6.14E-05,low,0.0093,4.56,2544.782496,Lesotho,3
    Namibia,Southern Sub-Saharan Africa,Sub-Saharan Africa,NAM,6.97E-04,0.002193731,9.68E-05,4.10E-04,2.76E-05,1.20E-04,low,0.0028,1.13,9709.099306,Namibia,3
    South Africa,Southern Sub-Saharan Africa,Sub-Saharan Africa,ZAF,0.331858536,0.252294683,0.046144443,0.05980951,0.063737068,0.093326131,mid,2.2861,38.86,13711.29357,South Africa,3
    Zimbabwe,Southern Sub-Saharan Africa,Sub-Saharan Africa,ZWE,0.00180998,0.010244026,2.96E-04,0.001601767,6.69E-05,4.77E-04,low,0.0587,3.94,3184.784602,Zimbabwe,3
  Western Sub-Saharan Africa,Western Sub-Saharan Africa,Sub-Saharan Africa,NA,0.09539579,0.202397076,0.025827808,0.045295779,0.007407391,0.013371004,NA,NA,NA,NA,NA,2
    Benin,Western Sub-Saharan Africa,Sub-Saharan Africa,BEN,0.002640277,0.011242673,0.00100174,0.00572515,2.42E-04,0.001479404,low,0.0033,0.28,3464.288629,Benin,3
    Burkina Faso,Western Sub-Saharan Africa,Sub-Saharan Africa,BFA,0.004681202,0.020946915,0.001927607,0.011707439,5.23E-04,0.003397129,low,0.0046,0.23,2486.430931,Burkina Faso,3
    Cabo Verde,Western Sub-Saharan Africa,Sub-Saharan Africa,CPV,2.61E-04,8.35E-04,1.05E-04,5.98E-04,2.77E-05,1.18E-04,low,0.0034,6.12,7685.419214,Cabo Verde,3
    Cameroon,Western Sub-Saharan Africa,Sub-Saharan Africa,CMR,0.008350958,0.028737166,0.002935196,0.016528641,9.72E-04,0.00527843,low,0.0066,0.26,4793.556282,Cameroon,3
    Chad,Western Sub-Saharan Africa,Sub-Saharan Africa,TCD,0.002441702,0.013960154,9.96E-04,0.006584236,2.28E-04,0.001673675,low,0.0034,0.26,2435.072747,Chad,3
    Côte d'Ivoire,Western Sub-Saharan Africa,Sub-Saharan Africa,CIV,0.00787146,0.024365126,0.002615647,0.013621091,6.48E-04,0.003596386,low,0.0066,0.25,6045.204805,Côte d'Ivoire,3
    Gambia,Western Sub-Saharan Africa,Sub-Saharan Africa,GMB,5.41E-04,0.002192512,2.26E-04,0.001321705,6.36E-05,3.66E-04,low,0,0.02,3503.034914,Gambia,3
    Ghana,Western Sub-Saharan Africa,Sub-Saharan Africa,GHA,0.011084907,0.033394298,0.003888079,0.020430261,0.001409665,0.006874376,low,8.00E-04,0.03,6607.502974,Ghana,3
    Guinea,Western Sub-Saharan Africa,Sub-Saharan Africa,GIN,0.003248331,0.012371325,0.001329907,0.007229984,2.98E-04,0.001629845,low,0.0032,0.23,3738.805126,Guinea,3
    Guinea-Bissau,Western Sub-Saharan Africa,Sub-Saharan Africa,GNB,3.42E-04,0.001556292,1.14E-04,7.04E-04,2.55E-05,1.93E-04,low,5.00E-04,0.25,2483.850629,Guinea-Bissau,3
    Liberia,Western Sub-Saharan Africa,Sub-Saharan Africa,LBR,7.40E-04,0.004984952,4.17E-04,0.002832917,1.14E-04,8.72E-04,low,7.00E-04,0.16,1539.208923,Liberia,3
    Mali,Western Sub-Saharan Africa,Sub-Saharan Africa,MLI,0.004100082,0.019518574,0.001449346,0.011853152,5.79E-04,0.003180353,low,0.0013,0.07,2796.227938,Mali,3
    Mauritania,Western Sub-Saharan Africa,Sub-Saharan Africa,MRT,0.001183535,0.003620285,3.83E-04,0.001905535,1.10E-04,6.38E-04,low,0.0017,0.43,5836.565808,Mauritania,3
    Niger,Western Sub-Saharan Africa,Sub-Saharan Africa,NER,0.001456784,0.018297691,4.14E-04,0.003063141,1.36E-04,9.42E-04,low,1.00E-04,0.01,1585.59922,Niger,3
    Nigeria,Western Sub-Saharan Africa,Sub-Saharan Africa,NGA,0.040051245,0.190924865,0.005364766,0.025369523,0.001343383,0.007297756,low,0.1375,0.68,5491.700341,Nigeria,3
    Sao Tome and Principe,Western Sub-Saharan Africa,Sub-Saharan Africa,STP,6.63E-05,2.20E-04,2.26E-05,1.16E-04,6.70E-06,3.38E-05,low,1.00E-04,0.61,5732.694561,Sao Tome and Principe,3
    Senegal,Western Sub-Saharan Africa,Sub-Saharan Africa,SEN,0.003219099,0.013084625,0.001160561,0.007006057,3.25E-04,0.001769856,low,0.0044,0.27,4173.677414,Senegal,3
    Sierra Leone,Western Sub-Saharan Africa,Sub-Saharan Africa,SLE,0.0017446,0.009231088,9.18E-04,0.006223263,2.26E-04,0.001376512,low,0.0014,0.18,2851.952081,Sierra Leone,3
    Togo,Western Sub-Saharan Africa,Sub-Saharan Africa,TGO,0.00137139,0.006809668,5.59E-04,0.003812894,1.29E-04,9.50E-04,low,0.0017,0.2,2577.201963,Togo,3
